UserId,PlaceId,TimeVisited
244,1132,2019-05-09 08:33:06
132,2196,2019-07-31 11:52:14
852,2201,2018-11-10 21:27:11
719,238,2018-06-18 20:29:03
758,2605,2018-06-20 21:57:43
462,742,2018-11-11 10:22:59
595,2707,2019-10-07 17:06:22
85,2211,2017-12-18 04:29:38
618,842,2018-03-25 17:24:20
661,806,2019-07-06 05:50:22
962,727,2018-07-08 11:00:17
767,774,2019-08-29 22:19:03
527,2576,2018-06-14 23:25:58
842,1213,2018-12-18 23:00:27
277,2802,2018-04-07 08:36:22
547,1139,2019-11-11 05:21:40
896,2863,2019-04-15 15:51:09
122,1829,2018-12-30 00:05:16
660,2532,2019-11-07 08:55:14
8,1274,2019-05-22 02:03:48
584,1416,2018-10-10 21:21:24
339,1503,2017-12-16 09:47:51
869,1720,2018-10-26 15:03:09
723,617,2017-11-22 05:24:37
401,375,2019-05-24 03:45:33
786,2143,2019-06-25 15:37:13
980,305,2019-01-10 13:16:51
552,291,2019-11-02 10:15:35
379,1080,2019-04-12 19:26:38
298,2066,2018-06-26 22:36:45
189,87,2018-01-16 02:49:26
503,846,2019-03-06 10:35:22
514,1383,2019-10-11 10:29:32
294,772,2019-03-09 11:39:42
67,1088,2017-11-23 02:24:46
360,673,2018-12-09 17:59:04
876,1197,2018-04-19 13:18:27
47,2887,2019-01-29 22:55:13
704,742,2018-05-18 10:15:37
282,2209,2018-05-24 08:55:02
622,1111,2018-01-07 03:43:06
249,1138,2018-10-09 22:18:24
157,822,2018-01-31 16:43:10
338,263,2019-06-03 04:48:47
105,303,2018-04-28 09:34:54
870,354,2018-09-28 14:18:26
709,984,2018-11-14 07:06:53
968,2723,2019-05-17 03:36:19
456,2067,2018-08-17 13:31:32
7,2385,2019-04-23 06:33:47
369,2867,2018-04-26 12:46:46
309,442,2018-07-18 02:53:25
930,676,2019-07-14 20:33:07
844,427,2019-05-20 22:04:11
496,2140,2019-11-03 05:45:27
691,1540,2018-02-17 12:22:59
95,1540,2019-03-31 03:39:22
273,1418,2018-01-04 05:17:36
597,2776,2019-03-30 18:22:42
959,2019,2019-04-01 11:38:45
655,1258,2019-08-28 14:11:48
774,624,2018-06-21 11:39:33
239,2462,2019-05-12 09:36:40
226,805,2019-10-21 03:59:35
200,2826,2018-11-29 16:03:14
161,2359,2018-12-11 04:22:33
143,1508,2018-03-01 19:14:32
120,2652,2019-05-22 21:24:02
689,308,2019-04-16 07:09:47
332,929,2018-11-10 02:37:38
613,1885,2019-10-26 11:46:06
953,961,2018-01-18 07:57:31
81,1360,2018-06-21 22:19:32
590,2519,2017-12-05 20:34:10
260,1852,2018-06-03 18:01:55
643,924,2018-11-17 16:41:06
987,1846,2018-01-11 17:35:05
198,1074,2018-08-02 18:46:39
914,1431,2019-04-04 07:14:02
292,2111,2018-07-06 07:25:32
261,2116,2018-04-22 15:58:45
977,2803,2018-07-22 10:21:40
489,462,2018-02-05 21:22:18
712,12,2019-11-10 08:13:23
56,606,2018-05-06 09:46:33
630,2226,2018-09-25 12:46:50
442,1160,2018-03-15 00:01:56
890,725,2018-04-18 15:33:03
590,77,2018-09-17 10:24:38
684,67,2018-09-24 15:51:58
92,1031,2018-03-27 01:08:29
184,1452,2019-06-13 07:22:44
430,1862,2019-04-21 15:37:20
283,2648,2018-06-10 04:03:31
279,2113,2019-08-20 19:02:51
633,974,2019-06-18 10:22:31
574,1331,2018-09-12 00:00:52
789,1758,2018-01-02 19:40:17
930,24,2018-12-15 15:26:01
425,2056,2019-01-10 02:33:27
167,1129,2018-02-16 12:02:46
993,688,2019-06-12 14:15:37
129,797,2018-10-10 02:02:39
402,2809,2018-09-04 08:31:45
796,1365,2019-08-03 16:09:48
980,1884,2019-05-03 12:30:10
548,1988,2019-08-11 15:27:07
867,2280,2018-08-09 08:21:44
303,246,2018-06-24 07:23:08
791,1578,2019-07-29 16:53:35
733,1961,2019-08-05 09:52:29
501,382,2018-12-19 19:04:10
834,1257,2018-03-23 01:04:04
675,67,2019-01-19 20:38:36
734,681,2018-11-27 08:49:17
791,1726,2018-06-19 05:32:37
952,607,2018-06-23 00:03:11
729,2025,2019-05-06 19:08:04
108,1786,2018-10-09 01:23:01
97,1135,2019-06-11 11:04:42
142,2463,2019-03-13 03:56:56
637,2543,2018-07-08 17:45:18
874,1999,2018-11-12 12:06:57
499,985,2019-07-19 09:48:36
39,752,2019-02-24 01:42:22
808,2227,2017-11-28 06:59:18
59,642,2018-10-02 05:15:22
457,324,2018-07-19 03:14:55
19,401,2018-06-11 12:52:17
184,1938,2019-04-25 13:11:50
589,992,2019-01-24 10:14:18
805,2636,2018-06-15 06:45:29
979,2568,2018-03-23 00:43:06
261,1722,2018-05-01 00:39:03
269,1589,2017-12-12 12:27:49
552,1387,2019-05-28 12:44:52
19,106,2019-11-20 06:19:09
580,1598,2018-12-08 20:18:46
380,2576,2019-05-30 15:44:02
795,1819,2018-12-12 03:33:01
945,680,2018-09-24 15:44:00
246,2486,2019-10-02 11:50:32
214,1869,2018-03-15 15:30:31
22,200,2019-03-11 10:27:10
41,1084,2018-01-28 10:58:01
610,2215,2018-05-08 20:25:13
837,2192,2019-08-16 23:29:59
959,2563,2018-08-11 16:57:15
443,458,2018-10-30 08:01:01
727,1557,2018-05-08 09:09:06
803,1323,2019-06-01 18:14:57
111,1086,2018-10-16 19:43:58
553,1114,2018-11-03 02:22:31
409,1532,2018-08-15 11:29:01
475,992,2018-01-10 13:16:36
570,1314,2019-11-12 22:19:11
698,710,2018-12-27 07:00:35
946,305,2018-10-02 07:29:08
423,2378,2018-02-16 12:17:38
642,1652,2018-02-04 23:36:19
183,1346,2019-03-10 07:07:15
597,2741,2019-04-18 23:38:53
112,1923,2019-02-08 23:59:01
365,420,2019-03-27 03:53:48
594,1774,2017-11-29 21:36:29
735,577,2018-06-01 12:54:42
15,1634,2019-10-03 07:00:40
36,563,2019-03-18 08:45:58
95,1832,2018-03-17 19:15:49
442,1316,2019-11-14 14:13:00
428,2612,2018-11-26 18:50:32
830,1486,2018-01-16 14:03:05
169,2655,2018-08-08 15:43:13
843,372,2018-08-08 00:57:34
152,1672,2017-12-30 13:08:23
514,2599,2018-01-13 20:11:07
438,2261,2019-08-19 06:09:26
133,2726,2018-05-02 12:43:39
444,2576,2018-06-14 13:13:56
763,2891,2019-09-18 16:32:32
104,2027,2018-03-31 11:28:03
68,1497,2019-02-21 12:25:14
265,1450,2018-02-18 13:45:36
709,1724,2018-04-01 05:51:05
94,2747,2019-07-15 03:04:08
15,1157,2018-09-06 08:00:19
465,1631,2018-09-08 16:56:42
809,819,2019-03-29 04:58:06
52,293,2019-11-09 13:19:21
432,1509,2019-08-15 00:41:19
872,2725,2019-03-05 00:02:09
548,602,2018-11-16 17:41:13
295,2126,2018-07-05 23:42:22
383,146,2019-07-03 03:18:58
290,296,2018-05-14 17:23:19
362,2698,2018-12-02 18:18:26
779,920,2019-07-08 06:01:08
251,2308,2019-08-24 05:48:48
762,820,2019-06-03 16:13:05
483,2149,2019-03-21 13:52:27
419,1924,2018-11-03 23:26:54
648,1969,2018-02-12 10:57:20
923,2656,2019-10-02 19:31:01
858,1219,2018-12-02 18:52:03
521,1162,2018-03-01 04:30:24
347,1957,2019-08-30 06:56:20
937,115,2019-10-10 06:33:00
909,612,2019-02-22 09:05:07
855,1658,2018-03-14 03:39:47
706,2381,2019-07-31 02:19:26
726,540,2019-03-16 11:29:46
864,842,2018-02-26 23:34:06
344,1093,2018-07-01 22:41:38
807,934,2018-03-02 17:38:49
881,349,2019-09-12 01:42:24
16,2861,2019-04-29 21:26:37
421,2057,2018-03-14 06:10:57
518,925,2019-10-30 13:14:39
423,209,2018-03-20 09:00:02
220,2746,2019-03-26 16:56:57
825,1794,2019-03-18 22:53:28
280,2380,2019-07-13 13:22:28
807,581,2018-05-31 11:52:45
686,2692,2018-02-25 17:44:37
745,362,2019-08-01 13:22:26
978,1205,2019-03-03 20:17:44
712,1035,2018-06-13 04:29:46
755,382,2019-08-27 11:49:22
626,2884,2019-02-20 17:44:37
373,1349,2019-02-03 10:10:52
981,2431,2018-12-17 21:05:35
583,2742,2019-06-03 02:55:34
446,1884,2019-07-11 14:35:24
283,1364,2019-02-26 07:35:10
656,2493,2019-05-14 19:18:58
822,1492,2017-11-29 12:17:24
558,1680,2017-11-21 09:14:57
561,1600,2019-01-22 03:20:34
542,2650,2019-02-14 21:59:54
524,2341,2019-01-23 05:19:25
869,1136,2019-04-24 16:07:49
536,1097,2017-12-06 07:27:45
745,2884,2018-03-15 22:44:54
61,116,2019-04-02 22:55:51
612,2751,2019-09-11 13:55:55
397,2253,2019-05-04 23:07:25
83,1266,2018-07-24 05:49:07
41,2700,2018-03-27 04:31:56
356,812,2018-07-21 11:43:06
362,271,2018-10-22 17:29:35
386,2746,2019-10-26 20:48:28
966,2884,2018-04-13 04:56:53
82,2738,2019-02-08 11:04:33
530,1482,2018-09-03 00:20:34
216,1094,2018-12-08 06:24:56
47,1990,2019-10-28 00:57:07
121,2204,2018-02-05 22:00:31
620,625,2019-04-30 00:54:27
219,796,2019-06-17 02:01:39
639,903,2018-06-26 18:48:24
875,1864,2019-09-25 22:23:38
686,570,2018-01-06 14:50:17
151,301,2019-10-07 13:33:58
904,754,2018-08-06 20:59:18
994,2574,2018-10-21 07:01:54
822,731,2019-01-24 03:05:28
710,1590,2019-05-06 11:26:41
664,1361,2019-02-28 09:58:57
225,801,2019-04-03 02:24:58
155,2454,2019-03-04 17:48:24
569,1525,2018-02-01 17:49:47
8,1816,2018-05-01 08:51:25
518,592,2019-04-06 20:53:23
214,2645,2018-04-21 18:16:49
158,522,2018-01-11 17:34:55
251,48,2019-02-26 00:16:51
414,715,2018-02-12 07:15:45
548,866,2018-01-05 17:50:34
273,1167,2018-12-22 20:42:02
641,1245,2019-03-05 19:53:35
145,2001,2019-04-15 09:39:25
337,86,2018-09-20 08:50:07
36,960,2018-12-02 05:41:52
346,2603,2018-12-02 07:34:23
427,2702,2019-05-21 15:27:50
236,1690,2018-05-12 15:15:18
124,911,2018-07-06 11:01:56
314,1725,2019-01-23 23:29:34
808,1595,2019-07-08 05:34:03
666,953,2019-01-21 22:17:05
219,1913,2019-08-23 16:25:21
763,2310,2018-08-12 23:28:22
77,310,2018-07-25 23:08:51
201,2149,2019-07-02 12:43:04
424,2065,2019-09-02 17:03:03
76,2193,2018-02-02 00:16:38
80,366,2019-01-04 07:45:37
249,2821,2019-09-28 02:01:29
875,2179,2018-12-18 17:55:09
129,2525,2019-09-18 02:33:23
951,892,2018-06-23 09:20:01
259,1694,2019-08-10 17:52:02
755,2023,2018-07-23 15:29:00
103,2879,2018-05-22 20:19:44
953,1118,2018-02-09 08:57:52
102,781,2018-06-18 00:30:09
743,951,2018-05-26 12:45:14
42,938,2019-11-01 00:31:17
625,2229,2018-04-01 06:36:07
250,375,2018-11-21 22:58:30
918,2782,2019-10-07 05:55:48
405,1277,2018-02-04 08:01:16
14,2215,2019-11-05 09:04:58
142,719,2018-03-16 09:40:07
11,318,2018-04-13 17:23:01
859,41,2018-12-21 20:13:24
319,261,2018-01-06 15:06:10
237,2619,2018-08-25 03:22:28
519,985,2018-09-12 09:20:04
864,1065,2018-10-26 19:16:54
77,248,2018-10-23 20:18:31
802,1643,2019-06-26 01:26:01
246,1290,2019-10-05 20:18:09
641,1697,2018-11-16 20:04:53
793,1557,2019-05-28 20:07:06
533,2104,2019-03-23 02:53:33
587,1072,2019-11-07 15:30:21
391,61,2018-03-02 09:54:42
598,1727,2018-10-18 05:52:13
976,733,2018-06-04 14:46:42
181,1256,2019-03-09 19:30:24
493,2795,2019-02-07 07:36:25
909,1323,2019-07-12 01:00:04
298,878,2018-11-16 11:29:23
363,1868,2019-10-22 02:31:42
307,2578,2019-03-08 18:37:37
165,1631,2018-12-20 08:09:17
802,206,2019-10-24 06:41:17
588,873,2018-12-05 17:00:57
946,1453,2018-06-05 04:19:19
155,58,2019-01-06 09:16:20
826,2778,2019-11-07 12:21:45
447,1933,2019-01-26 19:47:23
373,104,2018-02-14 05:26:47
993,106,2018-12-03 15:17:27
329,949,2019-10-26 06:37:40
844,256,2018-03-09 07:07:44
399,1882,2018-06-12 12:44:23
956,1742,2018-01-25 00:31:22
188,2651,2019-11-12 17:31:25
599,760,2019-09-10 17:11:21
445,1599,2019-01-08 10:08:44
453,1537,2018-11-08 09:54:23
604,1611,2018-12-11 19:04:54
408,1548,2018-05-09 01:58:28
592,1945,2017-12-27 10:50:48
990,2133,2019-01-30 06:04:07
852,2208,2019-04-12 10:05:55
789,2723,2019-08-29 08:49:10
492,2308,2018-10-26 00:41:03
192,945,2018-03-17 18:57:40
820,1,2019-07-22 08:09:12
206,1611,2018-08-08 14:28:09
39,1073,2018-01-22 04:33:35
38,1339,2019-04-16 21:13:48
94,57,2017-12-08 08:54:13
872,424,2018-03-13 01:55:16
242,644,2019-08-08 18:04:02
3,812,2018-11-15 19:53:40
661,307,2018-01-02 01:49:28
258,669,2019-05-19 01:52:53
343,776,2018-01-04 03:51:32
405,2351,2018-11-16 21:20:42
267,1786,2018-08-30 18:56:41
721,1835,2017-12-12 10:49:28
138,2278,2019-02-12 20:46:37
863,1175,2018-04-19 15:13:52
29,2483,2018-12-31 00:50:31
351,1332,2019-10-21 06:14:30
932,1606,2019-02-05 13:18:51
83,2653,2018-02-24 06:34:53
801,163,2018-08-28 06:44:10
681,1688,2017-12-17 15:01:54
119,1980,2018-11-29 07:02:36
948,1141,2019-04-10 12:52:20
913,1464,2018-05-14 06:21:56
709,2131,2019-01-26 17:15:10
526,2706,2019-04-03 15:57:51
823,1,2018-04-11 02:41:07
971,84,2019-10-27 01:28:19
834,252,2019-01-08 01:10:19
865,2778,2018-03-03 08:04:12
2,2753,2019-02-13 01:45:28
25,1516,2018-04-09 22:55:39
965,82,2019-09-11 11:09:02
984,268,2019-09-04 19:28:20
356,1603,2018-12-07 15:52:16
753,913,2019-09-26 18:50:13
143,1178,2019-03-19 00:30:23
394,2077,2019-07-15 14:07:13
502,1338,2018-04-20 05:32:26
972,200,2018-07-12 08:10:46
204,343,2019-10-08 23:51:51
851,1297,2019-03-23 18:22:36
550,1696,2019-07-10 19:18:35
965,2867,2018-06-23 21:27:11
914,1954,2019-09-22 16:17:59
992,1981,2018-11-13 00:09:03
216,696,2019-11-16 12:59:17
595,653,2018-04-25 00:28:07
513,966,2019-04-02 06:24:23
309,2192,2018-04-14 08:28:27
593,1652,2019-09-11 04:49:32
887,689,2019-02-17 07:07:25
162,1712,2018-12-04 00:44:08
762,1165,2019-09-09 02:38:36
226,1540,2019-10-20 12:00:39
440,1229,2019-07-27 07:16:21
219,1757,2019-07-27 19:26:22
117,1896,2018-03-30 10:25:10
848,2820,2019-01-23 00:44:54
6,2048,2019-05-03 21:12:13
479,1729,2018-03-02 21:32:25
855,2085,2018-09-18 01:35:40
679,2831,2019-11-10 03:01:56
823,498,2018-01-19 08:30:40
253,201,2019-04-10 04:24:00
251,2833,2019-06-11 01:04:40
985,58,2019-02-07 08:16:03
255,26,2018-01-07 23:41:45
642,2652,2018-03-15 12:20:08
861,1155,2018-03-23 19:57:58
385,2568,2018-12-23 12:30:58
615,687,2018-12-12 15:49:34
505,463,2018-09-04 11:33:48
783,382,2018-03-23 13:41:56
979,2829,2017-12-07 11:24:34
669,1424,2018-10-20 00:45:51
920,503,2018-08-06 10:52:34
110,1126,2018-04-25 11:31:01
747,1114,2018-11-21 18:15:56
756,36,2018-03-30 03:43:35
146,1539,2018-03-07 16:56:03
220,1957,2019-04-21 12:28:00
894,2338,2019-03-13 15:49:09
923,589,2018-01-14 00:56:16
518,701,2019-03-07 17:31:52
443,1386,2018-09-10 09:00:27
830,316,2018-10-14 20:37:29
461,2096,2017-12-11 11:24:47
187,261,2019-06-15 14:07:39
971,589,2018-12-05 15:46:55
512,2821,2019-03-27 05:37:12
903,1028,2019-03-15 06:04:05
814,784,2019-08-23 20:18:34
309,1143,2018-07-27 02:06:23
506,2792,2019-05-25 08:07:31
553,1692,2018-06-08 01:37:09
798,992,2019-02-05 08:06:24
443,1784,2018-08-11 08:11:42
850,1149,2018-10-15 19:07:08
144,2595,2018-09-21 10:16:10
50,2508,2018-03-08 22:44:28
966,1952,2018-01-29 15:45:22
615,522,2018-11-15 16:35:30
621,2875,2018-05-31 10:22:50
826,1389,2019-04-17 16:07:11
634,840,2019-09-24 08:45:44
635,821,2019-01-05 10:32:19
339,140,2019-07-24 22:41:51
308,776,2017-12-27 08:32:30
881,1241,2018-07-07 00:24:48
915,2807,2019-03-04 05:19:38
171,2095,2019-07-13 10:14:51
548,1546,2017-11-22 18:17:17
245,2761,2019-03-29 07:11:52
119,630,2019-06-24 01:48:25
847,2040,2019-04-02 08:01:04
272,1595,2019-08-10 09:45:50
812,1720,2019-04-15 15:53:05
356,1637,2019-11-13 02:49:50
809,1493,2019-10-27 18:27:22
696,103,2018-07-27 15:45:08
384,1883,2018-06-15 10:39:07
833,1372,2018-08-27 11:22:02
547,390,2018-05-15 12:43:11
315,312,2018-12-05 12:31:55
997,2219,2019-08-30 22:46:30
862,515,2018-08-11 08:45:47
571,2436,2018-04-12 22:40:52
379,1900,2018-09-01 11:12:30
346,2381,2019-11-16 07:20:24
123,185,2019-01-04 20:01:14
341,1658,2019-10-16 04:32:56
508,1883,2019-01-07 11:20:43
445,2701,2019-05-27 21:36:39
720,2236,2018-12-21 16:24:00
616,652,2019-04-12 06:56:45
153,2606,2018-12-15 08:41:57
