"CountyName";"StateName";"CrimeRate";"fips"
"Rice County";"Rice County";135.2826;"27131.0"
"Rich County";"Rich County";218.5315;"49033.0"
"Richardson County";"Richardson County";49.2308;"31147.0"
"Richland County";"Richland County";911.4453;"45079.0"
"Richland Parish";"Richland Parish";302.0569;"22083.0"
"Richmond city";"Richmond city";644.9835;"51760.0"
"Richmond County";"Richmond County";634.1233;"36085.0"
"Riley County";"Riley County";240.0722;"20161.0"
"Ringgold County";"Ringgold County";59.1483;"19159.0"
"Rio Arriba County";"Rio Arriba County";563.9848;"35039.0"
"Rio Blanco County";"Rio Blanco County";132.2168;"8103.0"
"Rio Grande County";"Rio Grande County";152.5036;"8105.0"
"Ripley County";"Ripley County";320.6956;"29181.0"
"Ritchie County";"Ritchie County";158.8405;"54085.0"
"Riverside County";"Riverside County";304.8628;"6065.0"
"Roane County";"Roane County";248.8359;"47145.0"
"Roanoke city";"Roanoke city";550.4494;"51770.0"
"Roanoke County";"Roanoke County";159.3174;"51161.0"
"Roberts County";"Roberts County";601.6847;"48393.0"
"Robertson County";"Robertson County";394.7583;"47147.0"
"Robeson County";"Robeson County";809.8427;"37155.0"
"Rock County";"Rock County";892.8571;"27133.0"
"Rock Island County";"Rock Island County";374.8523;"17161.0"
"Rockbridge County";"Rockbridge County";89.658;"51163.0"
"Rockcastle County";"Rockcastle County";35.9432;"21203.0"
"Rockdale County";"Rockdale County";357.8044;"13247.0"
"Rockingham County";"Rockingham County";274.2768;"37157.0"
"Rockland County";"Rockland County";155.1871;"36087.0"
"Rockwall County";"Rockwall County";102.0588;"48397.0"
"Roger Mills County";"Roger Mills County";133.5827;"40129.0"
"Rogers County";"Rogers County";179.6864;"40131.0"
"Rolette County";"Rolette County";13.7155;"38079.0"
"Rooks County";"Rooks County";77.0713;"20163.0"
"Roosevelt County";"Roosevelt County";451.0148;"35041.0"
"Roscommon County";"Roscommon County";191.5549;"26143.0"
"Roseau County";"Roseau County";77.3196;"27135.0"
"Rosebud County";"Rosebud County";96.4734;"30087.0"
"Ross County";"Ross County";192.5298;"39141.0"
"Routt County";"Routt County";182.8776;"8107.0"
"Rowan County";"Rowan County";313.0354;"37159.0"
"Runnels County";"Runnels County";213.4058;"48399.0"
"Rush County";"Rush County";219.7112;"20165.0"
"Rusk County";"Rusk County";423.3337;"48401.0"
"Russell County";"Russell County";449.7776;"1113.0"
"Rutherford County";"Rutherford County";444.0823;"47149.0"
"Rutland County";"Rutland County";176.5036;"50021.0"
"Sabine County";"Sabine County";144.7737;"48403.0"
"Sabine Parish";"Sabine Parish";321.8486;"22085.0"
"Sac County";"Sac County";109.2245;"19161.0"
"Sacramento County";"Sacramento County";547.6937;"6067.0"
"Sagadahoc County";"Sagadahoc County";57.1216;"23023.0"
"Saginaw County";"Saginaw County";828.8305;"26145.0"
"Saguache County";"Saguache County";241.6237;"8109.0"
"Salem city";"Salem city";31.6218;"51775.0"
"Salem County";"Salem County";267.0104;"34033.0"
"Saline County";"Saline County";340.8316;"17165.0"
"Salt Lake County";"Salt Lake County";321.935;"49035.0"
"Saluda County";"Saluda County";447.9618;"45081.0"
"Sampson County";"Sampson County";188.6204;"37163.0"
"San Augustine County";"San Augustine County";319.3066;"48405.0"
"San Benito County";"San Benito County";376.7361;"6069.0"
"San Bernardino County";"San Bernardino County";432.4902;"6071.0"
"San Diego County";"San Diego County";368.6724;"6073.0"
"San Francisco County";"San Francisco County";701.4217;"6075.0"
"San Jacinto County";"San Jacinto County";245.7551;"48407.0"
"San Joaquin County";"San Joaquin County";887.1644;"6077.0"
"San Juan County";"San Juan County";675.0828;"35045.0"
"San Luis Obispo County";"San Luis Obispo County";327.7348;"6079.0"
"San Mateo County";"San Mateo County";235.3577;"6081.0"
"San Miguel County";"San Miguel County";469.5;"35047.0"
"San Patricio County";"San Patricio County";343.2269;"48409.0"
"San Saba County";"San Saba County";216.2342;"48411.0"
"Sanborn County";"Sanborn County";0.0;"46111.0"
"Sanders County";"Sanders County";132.0074;"30089.0"
"Sandoval County";"Sandoval County";260.6626;"35043.0"
"Sandusky County";"Sandusky County";184.6983;"39143.0"
"Sangamon County";"Sangamon County";817.9969;"17167.0"
"Sanilac County";"Sanilac County";222.3657;"26151.0"
"Sanpete County";"Sanpete County";81.4534;"49039.0"
"Santa Barbara County";"Santa Barbara County";377.0969;"6083.0"
"Santa Clara County";"Santa Clara County";265.4077;"6085.0"
"Santa Cruz County";"Santa Cruz County";386.387;"6087.0"
"Santa Fe County";"Santa Fe County";355.4398;"35049.0"
"Santa Rosa County";"Santa Rosa County";152.0832;"12113.0"
"Sarasota County";"Sarasota County";316.831;"12115.0"
"Saratoga County";"Saratoga County";68.3448;"36091.0"
"Sargent County";"Sargent County";0.0;"38081.0"
"Sarpy County";"Sarpy County";55.5126;"31153.0"
"Sauk County";"Sauk County";139.3243;"55111.0"
"Saunders County";"Saunders County";33.4464;"31155.0"
"Sawyer County";"Sawyer County";187.7309;"55113.0"
"Schenectady County";"Schenectady County";450.001;"36093.0"
"Schleicher County";"Schleicher County";31.1915;"48413.0"
"Schley County";"Schley County";117.9014;"13249.0"
"Schoharie County";"Schoharie County";59.6659;"36095.0"
"Schoolcraft County";"Schoolcraft County";424.3968;"26153.0"
"Schuyler County";"Schuyler County";113.7595;"36097.0"
"Schuylkill County";"Schuylkill County";204.1928;"42107.0"
"Scioto County";"Scioto County";139.47;"39145.0"
"Scotland County";"Scotland County";496.8772;"37165.0"
"Scott County";"Scott County";1163.1458;"29201.0"
"Scotts Bluff County";"Scotts Bluff County";73.274;"31157.0"
"Screven County";"Screven County";245.7865;"13251.0"
"Scurry County";"Scurry County";364.1198;"48415.0"
"Searcy County";"Searcy County";162.0342;"5129.0"
"Sebastian County";"Sebastian County";612.5238;"5131.0"
"Sedgwick County";"Sedgwick County";615.5338;"20173.0"
"Seminole County";"Seminole County";368.9212;"13253.0"
"Seneca County";"Seneca County";163.8002;"36099.0"
"Sequatchie County";"Sequatchie County";395.0685;"47153.0"
"Sequoyah County";"Sequoyah County";262.0214;"40135.0"
"Sevier County";"Sevier County";333.4402;"47155.0"
"Seward County";"Seward County";333.4758;"20175.0"
"Shackelford County";"Shackelford County";29.6296;"48417.0"
"Shannon County";"Shannon County";385.6816;"29203.0"
"Sharkey County";"Sharkey County";0.0;"28125.0"
"Sharp County";"Sharp County";93.8471;"5135.0"
"Shasta County";"Shasta County";725.2207;"6089.0"
"Shawano County";"Shawano County";88.8505;"55115.0"
"Shawnee County";"Shawnee County";488.1704;"20177.0"
"Sheboygan County";"Sheboygan County";169.6803;"55117.0"
"Shelby County";"Shelby County";1315.0038;"47157.0"
"Shenandoah County";"Shenandoah County";117.1399;"51171.0"
"Sherburne County";"Sherburne County";108.6981;"27141.0"
"Sheridan County";"Sheridan County";490.7306;"30091.0"
"Sherman County";"Sherman County";228.9452;"20181.0"
"Shiawassee County";"Shiawassee County";227.8665;"26155.0"
"Shoshone County";"Shoshone County";260.0473;"16079.0"
"Sibley County";"Sibley County";0.0;"27143.0"
"Sierra County";"Sierra County";557.9258;"6091.0"
"Silver Bow County";"Silver Bow County";257.7991;"30093.0"
"Simpson County";"Simpson County";213.5671;"21213.0"
"Sioux County";"Sioux County";101.3113;"19167.0"
"Siskiyou County";"Siskiyou County";237.4483;"6093.0"
"Sitka City and Borough";"Sitka City and Borough";133.0377;"2220.0"
"Skagit County";"Skagit County";194.3839;"53057.0"
"Skamania County";"Skamania County";115.3096;"53059.0"
"Slope County";"Slope County";0.0;"38087.0"
"Smith County";"Smith County";391.9845;"48423.0"
"Smyth County";"Smyth County";145.3305;"51173.0"
"Snohomish County";"Snohomish County";200.8277;"53061.0"
"Snyder County";"Snyder County";255.8635;"42109.0"
"Socorro County";"Socorro County";739.3085;"35053.0"
"Solano County";"Solano County";434.5697;"6095.0"
"Somerset County";"Somerset County";308.3013;"24039.0"
"Somervell County";"Somervell County";57.7501;"48425.0"
"Sonoma County";"Sonoma County";362.0019;"6097.0"
"Southampton County";"Southampton County";148.9409;"51175.0"
"Southeast Fairbanks Census Area";"Southeast Fairbanks Census Area";0.0;"2240.0"
"Spalding County";"Spalding County";546.7734;"13255.0"
"Spartanburg County";"Spartanburg County";431.3174;"45083.0"
"Spencer County";"Spencer County";56.699;"21215.0"
"Spink County";"Spink County";151.2859;"46115.0"
"Spokane County";"Spokane County";366.5013;"53063.0"
"Spotsylvania County";"Spotsylvania County";208.0912;"51177.0"
"St. Bernard Parish";"St. Bernard Parish";216.1814;"22087.0"
"St. Charles County";"St. Charles County";138.1545;"29183.0"
"St. Charles Parish";"St. Charles Parish";503.6395;"22089.0"
"St. Clair County";"St. Clair County";782.1543;"17163.0"
"St. Croix County";"St. Croix County";68.6605;"55109.0"
"St. Francis County";"St. Francis County";542.92;"5123.0"
"St. Francois County";"St. Francois County";268.8213;"29187.0"
"St. Helena Parish";"St. Helena Parish";496.5517;"22091.0"
"St. James Parish";"St. James Parish";579.2571;"22093.0"
"St. John the Baptist Parish";"St. John the Baptist Parish";139.3935;"22095.0"
"St. Johns County";"St. Johns County";281.4254;"12109.0"
"St. Joseph County";"St. Joseph County";341.1958;"18141.0"
"St. Landry Parish";"St. Landry Parish";551.2019;"22097.0"
"St. Lawrence County";"St. Lawrence County";110.7509;"36089.0"
"St. Louis city";"St. Louis city";1791.9954;"29510.0"
"St. Louis County";"St. Louis County";303.3619;"29189.0"
"St. Lucie County";"St. Lucie County";393.9588;"12111.0"
"St. Martin Parish";"St. Martin Parish";353.2568;"22099.0"
"St. Mary Parish";"St. Mary Parish";562.165;"22101.0"
"St. Mary's County";"St. Mary's County";234.4185;"24037.0"
"St. Tammany Parish";"St. Tammany Parish";184.8696;"22103.0"
"Stafford County";"Stafford County";183.5283;"20185.0"
"Stanislaus County";"Stanislaus County";547.1074;"6099.0"
"Stanley County";"Stanley County";167.729;"46117.0"
"Stanly County";"Stanly County";179.7642;"37167.0"
"Stanton County";"Stanton County";45.5789;"20187.0"
"Stark County";"Stark County";303.3838;"39151.0"
"Starke County";"Starke County";116.3944;"18149.0"
"Starr County";"Starr County";261.4463;"48427.0"
"Staunton city";"Staunton city";176.5914;"51790.0"
"Ste. Genevieve County";"Ste. Genevieve County";343.1207;"29186.0"
"Stearns County";"Stearns County";207.1115;"27145.0"
"Steele County";"Steele County";93.2401;"27147.0"
"Stephens County";"Stephens County";381.5754;"13257.0"
"Stephenson County";"Stephenson County";98.4168;"17177.0"
"Sterling County";"Sterling County";82.0345;"48431.0"
"Steuben County";"Steuben County";158.1348;"36101.0"
"Stevens County";"Stevens County";112.9944;"27149.0"
"Stewart County";"Stewart County";306.8403;"47161.0"
"Stillwater County";"Stillwater County";321.9575;"30095.0"
"Stoddard County";"Stoddard County";198.1195;"29207.0"
"Stokes County";"Stokes County";345.5826;"37169.0"
"Stone County";"Stone County";421.7657;"29209.0"
"Stonewall County";"Stonewall County";418.9944;"48433.0"
"Storey County";"Storey County";1217.656;"32029.0"
"Story County";"Story County";142.8479;"19169.0"
"Strafford County";"Strafford County";201.4559;"33017.0"
"Stutsman County";"Stutsman County";170.4545;"38093.0"
"Sublette County";"Sublette County";119.51;"56035.0"
"Suffolk city";"Suffolk city";318.449;"51800.0"
"Suffolk County";"Suffolk County";831.2343;"25025.0"
"Sullivan County";"Sullivan County";578.5625;"47163.0"
"Sully County";"Sully County";0.0;"46119.0"
"Summers County";"Summers County";154.833;"54089.0"
"Summit County";"Summit County";377.4288;"39153.0"
"Sumner County";"Sumner County";294.87;"47165.0"
"Sumter County";"Sumter County";767.6443;"45085.0"
"Sunflower County";"Sunflower County";371.4684;"28133.0"
"Surry County";"Surry County";339.9852;"51181.0"
"Susquehanna County";"Susquehanna County";127.7018;"42115.0"
"Sussex County";"Sussex County";457.2972;"10005.0"
"Sutter County";"Sutter County";333.5081;"6101.0"
"Sutton County";"Sutton County";74.8877;"48435.0"
"Suwannee County";"Suwannee County";354.4153;"12121.0"
"Swain County";"Swain County";320.1024;"37173.0"
"Sweet Grass County";"Sweet Grass County";109.0215;"30097.0"
"Sweetwater County";"Sweetwater County";433.2736;"56037.0"
"Swift County";"Swift County";199.0362;"27151.0"
"Swisher County";"Swisher County";347.8037;"48437.0"
"Switzerland County";"Switzerland County";28.5009;"18155.0"
"Talbot County";"Talbot County";234.6366;"24041.0"
"Taliaferro County";"Taliaferro County";176.1597;"13265.0"
"Talladega County";"Talladega County";326.7732;"1121.0"
"Tallahatchie County";"Tallahatchie County";72.9395;"28135.0"
"Tallapoosa County";"Tallapoosa County";497.5366;"1123.0"
"Tama County";"Tama County";324.3059;"19171.0"
"Taney County";"Taney County";520.7653;"29213.0"
"Tangipahoa Parish";"Tangipahoa Parish";952.8594;"22105.0"
"Taos County";"Taos County";184.6526;"35055.0"
"Tarrant County";"Tarrant County";416.1564;"48439.0"
"Tate County";"Tate County";334.8254;"28137.0"
"Tattnall County";"Tattnall County";62.6812;"13267.0"
"Taylor County";"Taylor County";673.7542;"12123.0"
"Tazewell County";"Tazewell County";236.1535;"17179.0"
"Tehama County";"Tehama County";561.3968;"6103.0"
"Telfair County";"Telfair County";271.2314;"13271.0"
"Teller County";"Teller County";206.2299;"8119.0"
"Tensas Parish";"Tensas Parish";40.7498;"22107.0"
"Terrebonne Parish";"Terrebonne Parish";382.265;"22109.0"
"Terrell County";"Terrell County";376.8566;"13273.0"
"Terry County";"Terry County";290.3555;"48445.0"
"Teton County";"Teton County";179.63;"56039.0"
"Texas County";"Texas County";163.0361;"40139.0"
"Thayer County";"Thayer County";77.0861;"31169.0"
"Thomas County";"Thomas County";340.9927;"13275.0"
"Throckmorton County";"Throckmorton County";62.5;"48447.0"
"Thurston County";"Thurston County";211.1377;"53067.0"
"Tift County";"Tift County";551.0599;"13277.0"
"Tillamook County";"Tillamook County";55.2988;"41057.0"
"Tillman County";"Tillman County";350.1491;"40141.0"
"Tioga County";"Tioga County";113.0396;"42117.0"
"Tippah County";"Tippah County";54.338;"28139.0"
"Tippecanoe County";"Tippecanoe County";302.4854;"18157.0"
"Tipton County";"Tipton County";418.9264;"47167.0"
"Tishomingo County";"Tishomingo County";66.5677;"28141.0"
"Titus County";"Titus County";202.5721;"48449.0"
"Todd County";"Todd County";147.6499;"27153.0"
"Tolland County";"Tolland County";35.6725;"9013.0"
"Tom Green County";"Tom Green County";274.0227;"48451.0"
"Tompkins County";"Tompkins County";82.998;"36109.0"
"Tooele County";"Tooele County";238.636;"49045.0"
"Toole County";"Toole County";0.0;"30101.0"
"Toombs County";"Toombs County";282.3305;"13279.0"
"Torrance County";"Torrance County";343.577;"35057.0"
"Towner County";"Towner County";172.637;"38095.0"
"Towns County";"Towns County";139.2628;"13281.0"
"Traill County";"Traill County";24.2571;"38097.0"
"Transylvania County";"Transylvania County";145.8834;"37175.0"
"Traverse County";"Traverse County";87.0827;"27155.0"
"Travis County";"Travis County";345.4201;"48453.0"
"Treasure County";"Treasure County";0.0;"30103.0"
"Trego County";"Trego County";100.6711;"20195.0"
"Trempealeau County";"Trempealeau County";67.6087;"55121.0"
"Treutlen County";"Treutlen County";59.5948;"13283.0"
"Trigg County";"Trigg County";132.9322;"21221.0"
"Trimble County";"Trimble County";45.3721;"21223.0"
"Trinity County";"Trinity County";156.157;"6105.0"
"Tripp County";"Tripp County";109.1306;"46123.0"
"Troup County";"Troup County";315.6995;"13285.0"
"Trousdale County";"Trousdale County";421.5636;"47169.0"
"Trumbull County";"Trumbull County";234.9328;"39155.0"
"Tucker County";"Tucker County";129.1619;"54093.0"
"Tulare County";"Tulare County";462.4094;"6107.0"
"Tulsa County";"Tulsa County";719.1413;"40143.0"
"Tunica County";"Tunica County";340.9091;"28143.0"
"Tuolumne County";"Tuolumne County";194.8992;"6109.0"
"Turner County";"Turner County";590.1156;"13287.0"
"Tuscaloosa County";"Tuscaloosa County";432.2257;"1125.0"
"Tuscarawas County";"Tuscarawas County";48.5584;"39157.0"
"Tuscola County";"Tuscola County";165.8589;"26157.0"
"Twiggs County";"Twiggs County";153.2838;"13289.0"
"Twin Falls County";"Twin Falls County";272.6465;"16083.0"
"Tyler County";"Tyler County";302.8327;"48457.0"
"Tyrrell County";"Tyrrell County";121.6841;"37177.0"
"Uinta County";"Uinta County";33.2289;"56041.0"
"Uintah County";"Uintah County";253.129;"49047.0"
"Ulster County";"Ulster County";154.6978;"36111.0"
"Umatilla County";"Umatilla County";143.3785;"41059.0"
"Unicoi County";"Unicoi County";176.9716;"47171.0"
"Union County";"Union County";604.5117;"5139.0"
"Union Parish";"Union Parish";290.9058;"22111.0"
"Upshur County";"Upshur County";288.3362;"48459.0"
"Upson County";"Upson County";180.6821;"13293.0"
"Upton County";"Upton County";29.656;"48461.0"
"Utah County";"Utah County";71.3909;"49049.0"
"Uvalde County";"Uvalde County";393.6715;"48463.0"
"Val Verde County";"Val Verde County";137.7949;"48465.0"
"Valdez-Cordova Census Area";"Valdez-Cordova Census Area";184.3696;"2261.0"
"Valencia County";"Valencia County";492.895;"35061.0"
"Valley County";"Valley County";322.715;"16085.0"
"Van Buren County";"Van Buren County";282.2875;"26159.0"
"Van Wert County";"Van Wert County";77.3042;"39161.0"
"Van Zandt County";"Van Zandt County";186.7342;"48467.0"
"Vance County";"Vance County";522.2282;"37181.0"
"Vanderburgh County";"Vanderburgh County";309.2647;"18163.0"
"Venango County";"Venango County";127.9982;"42121.0"
"Ventura County";"Ventura County";198.1849;"6111.0"
"Vermilion County";"Vermilion County";565.1757;"17183.0"
"Vermilion Parish";"Vermilion Parish";383.103;"22113.0"
"Vermillion County";"Vermillion County";132.2585;"18165.0"
"Vernon County";"Vernon County";410.5208;"29217.0"
"Vernon Parish";"Vernon Parish";222.4081;"22115.0"
"Victoria County";"Victoria County";543.1643;"48469.0"
"Vigo County";"Vigo County";229.0126;"18167.0"
"Vilas County";"Vilas County";32.7593;"55125.0"
"Vinton County";"Vinton County";105.4534;"39163.0"
"Virginia Beach city";"Virginia Beach city";167.4549;"51810.0"
"Volusia County";"Volusia County";431.3099;"12127.0"
"Wabash County";"Wabash County";205.7437;"17185.0"
"Wabasha County";"Wabasha County";41.9717;"27157.0"
"Wabaunsee County";"Wabaunsee County";141.8239;"20197.0"
"Wade Hampton Census Area";"Wade Hampton Census Area";0.0;"2270.0"
"Wadena County";"Wadena County";108.6642;"27159.0"
"Wagoner County";"Wagoner County";244.3857;"40145.0"
"Wahkiakum County";"Wahkiakum County";74.2207;"53069.0"
"Wake County";"Wake County";248.0783;"37183.0"
"Wakulla County";"Wakulla County";296.5637;"12129.0"
"Waldo County";"Waldo County";53.9291;"23027.0"
"Walker County";"Walker County";443.9528;"1127.0"
"Walla Walla County";"Walla Walla County";233.4957;"53071.0"
"Wallace County";"Wallace County";127.4697;"20199.0"
"Waller County";"Waller County";225.5988;"48473.0"
"Wallowa County";"Wallowa County";29.3513;"41063.0"
"Walsh County";"Walsh County";198.1268;"38099.0"
"Walthall County";"Walthall County";133.9495;"28147.0"
"Walton County";"Walton County";361.1617;"12131.0"
"Walworth County";"Walworth County";181.0282;"46129.0"
"Wapello County";"Wapello County";228.8717;"19179.0"
"Ward County";"Ward County";515.8307;"48475.0"
"Ware County";"Ware County";408.8605;"13299.0"
"Warren County";"Warren County";629.7229;"13301.0"
"Warrick County";"Warrick County";265.3606;"18173.0"
"Wasatch County";"Wasatch County";41.6084;"49051.0"
"Wasco County";"Wasco County";141.3039;"41065.0"
"Waseca County";"Waseca County";115.1953;"27161.0"
"Washakie County";"Washakie County";59.0807;"56043.0"
"Washburn County";"Washburn County";146.6276;"55129.0"
"Washington County";"Washington County";434.8228;"5143.0"
"Washington Parish";"Washington Parish";495.4868;"22117.0"
"Washita County";"Washita County";171.2622;"40149.0"
"Washoe County";"Washoe County";375.809;"32031.0"
"Washtenaw County";"Washtenaw County";294.4332;"26161.0"
"Watauga County";"Watauga County";129.8404;"37189.0"
"Watonwan County";"Watonwan County";107.7489;"27165.0"
"Waukesha County";"Waukesha County";61.9536;"55133.0"
"Waupaca County";"Waupaca County";109.0179;"55135.0"
"Waushara County";"Waushara County";110.9787;"55137.0"
"Wayne County";"Wayne County";1065.1883;"26163.0"
"Waynesboro city";"Waynesboro city";319.8044;"51820.0"
"Weakley County";"Weakley County";339.6226;"47183.0"
"Webb County";"Webb County";429.3415;"48479.0"
"Weber County";"Weber County";206.2729;"49057.0"
"Webster County";"Webster County";423.8203;"19187.0"
"Webster Parish";"Webster Parish";329.4164;"22119.0"
"Weld County";"Weld County";274.2925;"8123.0"
"Wells County";"Wells County";237.7556;"38103.0"
"West Baton Rouge Parish";"West Baton Rouge Parish";325.5606;"22121.0"
"West Carroll Parish";"West Carroll Parish";566.9429;"22123.0"
"West Feliciana Parish";"West Feliciana Parish";155.4002;"22125.0"
"Westchester County";"Westchester County";251.8574;"36119.0"
"Westmoreland County";"Westmoreland County";155.6133;"42129.0"
"Weston County";"Weston County";69.8519;"56045.0"
"Wetzel County";"Wetzel County";117.255;"54103.0"
"Wexford County";"Wexford County";260.3768;"26165.0"
"Wharton County";"Wharton County";400.33;"48481.0"
"Whatcom County";"Whatcom County";207.8962;"53073.0"
"Wheatland County";"Wheatland County";187.4414;"30107.0"
"Wheeler County";"Wheeler County";217.2339;"41069.0"
"White County";"White County";419.1434;"47185.0"
"White Pine County";"White Pine County";457.3929;"32033.0"
"Whiteside County";"Whiteside County";182.4279;"17195.0"
"Whitfield County";"Whitfield County";264.2188;"13313.0"
"Whitley County";"Whitley County";120.2259;"21235.0"
"Whitman County";"Whitman County";107.3653;"53075.0"
"Wibaux County";"Wibaux County";0.0;"30109.0"
"Wichita County";"Wichita County";430.1499;"48485.0"
"Wicomico County";"Wicomico County";549.0802;"24045.0"
"Wilbarger County";"Wilbarger County";434.0873;"48487.0"
"Wilcox County";"Wilcox County";336.075;"1131.0"
"Wilkes County";"Wilkes County";529.4705;"13317.0"
"Wilkin County";"Wilkin County";122.007;"27167.0"
"Wilkinson County";"Wilkinson County";116.6243;"13319.0"
"Will County";"Will County";167.6847;"17197.0"
"Willacy County";"Willacy County";597.6005;"48489.0"
"Williams County";"Williams County";368.3055;"38105.0"
"Williamsburg city";"Williamsburg city";131.527;"51830.0"
"Williamsburg County";"Williamsburg County";601.8084;"45089.0"
"Williamson County";"Williamson County";352.6388;"17199.0"
"Wilson County";"Wilson County";400.4065;"37195.0"
"Winchester city";"Winchester city";220.4586;"51840.0"
"Windham County";"Windham County";232.574;"50025.0"
"Windsor County";"Windsor County";112.3656;"50027.0"
"Winkler County";"Winkler County";420.7205;"48495.0"
"Winn Parish";"Winn Parish";337.5413;"22127.0"
"Winnebago County";"Winnebago County";854.9332;"17201.0"
"Winneshiek County";"Winneshiek County";28.5796;"19191.0"
"Winona County";"Winona County";81.98;"27169.0"
"Winston County";"Winston County";372.7325;"1133.0"
"Wirt County";"Wirt County";542.281;"54105.0"
"Wise County";"Wise County";172.4605;"51195.0"
"Wolfe County";"Wolfe County";27.5938;"21237.0"
"Wood County";"Wood County";323.4414;"54107.0"
"Woodbury County";"Woodbury County";305.493;"19193.0"
"Woodford County";"Woodford County";138.4768;"21239.0"
"Woodruff County";"Woodruff County";42.4208;"5147.0"
"Woods County";"Woods County";66.3643;"40151.0"
"Woodson County";"Woodson County";248.3701;"20207.0"
"Woodward County";"Woodward County";268.6019;"40153.0"
"Worcester County";"Worcester County";430.9695;"25027.0"
"Worth County";"Worth County";263.0219;"13321.0"
"Wright County";"Wright County";265.252;"29229.0"
"Wyandot County";"Wyandot County";40.0944;"39175.0"
"Wyandotte County";"Wyandotte County";590.4579;"20209.0"
"Wyoming County";"Wyoming County";373.6044;"54109.0"
"Wythe County";"Wythe County";102.2356;"51197.0"
"Yadkin County";"Yadkin County";325.9898;"37197.0"
"Yakima County";"Yakima County";359.4501;"53077.0"
"Yakutat City and Borough";"Yakutat City and Borough";0.0;"2282.0"
"Yalobusha County";"Yalobusha County";0.0;"28161.0"
"Yamhill County";"Yamhill County";126.0859;"41071.0"
"Yancey County";"Yancey County";91.0851;"37199.0"
"Yankton County";"Yankton County";237.9274;"46135.0"
"Yates County";"Yates County";79.5039;"36123.0"
"Yavapai County";"Yavapai County";319.8022;"4025.0"
"Yazoo County";"Yazoo County";279.7403;"28163.0"
"Yell County";"Yell County";274.0602;"5149.0"
"Yellow Medicine County";"Yellow Medicine County";69.0131;"27173.0"
"Yellowstone County";"Yellowstone County";288.0087;"30111.0"
"Yoakum County";"Yoakum County";122.1896;"48501.0"
"Yolo County";"Yolo County";271.7591;"6113.0"
"York County";"York County";488.3796;"45091.0"
"Young County";"Young County";147.2112;"48503.0"
"Yuba County";"Yuba County";388.601;"6115.0"
"Yukon-Koyukuk Census Area";"Yukon-Koyukuk Census Area";0.0;"2290.0"
"Yuma County";"Yuma County";346.4197;"4027.0"
"Zapata County";"Zapata County";208.4781;"48505.0"
"Zavala County";"Zavala County";411.3195;"48507.0"
"Ziebach County";"Ziebach County";35.2858;"46137.0"
