"ReviewId";"CreatedTime";"Content";"Rating";"UserId";"PlaceId"
175;"2019-01-25 21:55:35";"Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.";2.0;188;1446
176;"2019-03-25 14:07:45";"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.";0.0;348;359
177;"2017-11-21 01:03:43";"Sed ante.";1.0;942;37
178;"2019-01-05 23:11:48";"Vestibulum sed magna at nunc commodo placerat.";3.0;317;2824
179;"2019-10-03 10:38:00";"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.";4.0;585;304
180;"2019-03-31 19:49:33";"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.";4.0;275;142
181;"2018-05-30 00:02:01";"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.";2.0;498;1165
182;"2018-06-28 22:42:41";"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.";5.0;237;900
183;"2018-03-03 08:29:52";"""Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes";0.0;5;258
184;"2018-03-06 22:52:06";"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.";1.0;258;1057
185;"2018-12-19 01:37:41";"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.";0.0;216;322
186;"2018-01-12 08:46:27";"Nulla tempus.";4.0;9;378
187;"2017-12-08 07:16:39";"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.";4.0;872;1012
188;"2019-11-13 19:58:14";"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.";5.0;864;261
189;"2018-12-13 21:01:24";"In quis justo. Maecenas rhoncus aliquam lacus.";1.0;622;1985
190;"2018-12-19 00:16:30";"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.";1.0;710;799
191;"2018-10-03 20:22:15";"Cras in purus eu magna vulputate luctus.";4.0;989;178
192;"2018-11-15 09:19:43";"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.";5.0;919;328
193;"2019-07-16 02:27:20";"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.";2.0;288;2866
194;"2018-10-06 19:09:06";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.";5.0;598;869
195;"2019-05-12 22:58:12";"Integer ac neque.";4.0;119;1729
196;"2019-03-24 22:11:56";"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.";0.0;774;1246
197;"2018-11-01 00:10:22";"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.";5.0;396;1008
198;"2019-06-09 11:03:32";"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.";2.0;498;2334
199;"2019-03-18 06:34:04";"Aliquam quis turpis eget elit sodales scelerisque.";2.0;473;137
200;"2018-10-17 17:14:36";"Aenean sit amet justo.";4.0;407;1994
201;"2018-05-04 21:54:06";"Ut tellus.";4.0;580;803
202;"2019-06-01 06:51:43";"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.";4.0;785;2183
203;"2018-06-22 18:51:39";"Proin interdum mauris non ligula pellentesque ultrices.";5.0;738;543
204;"2019-10-09 18:27:53";"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.";1.0;76;1465
205;"2018-07-08 07:18:02";"Vestibulum sed magna at nunc commodo placerat. Praesent blandit.";2.0;107;807
206;"2018-01-22 04:27:56";"Vestibulum sed magna at nunc commodo placerat.";5.0;909;2464
207;"2018-09-25 10:37:54";"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.";1.0;544;2246
208;"2018-10-15 16:57:08";"Nulla nisl.";2.0;208;2721
209;"2018-05-03 20:05:56";"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.";4.0;478;861
210;"2018-01-26 13:04:20";"Praesent blandit. Nam nulla.";4.0;203;1132
211;"2019-04-06 19:04:34";"Mauris lacinia sapien quis libero.";3.0;699;642
212;"2018-07-10 02:49:28";"Nulla facilisi. Cras non velit nec nisi vulputate nonummy.";5.0;92;2187
213;"2017-12-15 23:22:39";"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.";3.0;302;337
214;"2018-05-10 23:19:27";"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.";5.0;667;264
215;"2019-08-14 15:00:30";"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.";4.0;467;2435
216;"2018-07-11 23:39:18";"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.";4.0;594;1842
217;"2019-10-12 16:47:20";"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.";4.0;547;682
218;"2018-04-06 19:53:53";"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.";4.0;593;1209
219;"2019-01-19 20:03:54";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.";3.0;330;2082
220;"2018-12-28 05:43:05";"Quisque ut erat.";2.0;978;1553
221;"2018-07-08 19:34:26";"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.";2.0;473;2286
222;"2018-11-26 12:54:04";"Maecenas tincidunt lacus at velit.";5.0;763;2152
223;"2018-10-10 23:16:22";"Nulla facilisi. Cras non velit nec nisi vulputate nonummy.";0.0;578;1622
224;"2019-09-02 19:43:47";"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.";1.0;321;886
225;"2019-06-19 03:44:07";"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.";2.0;265;837
226;"2019-09-22 14:34:42";"Cras in purus eu magna vulputate luctus.";2.0;388;57
227;"2019-02-27 21:36:24";"Proin eu mi. Nulla ac enim.";2.0;328;393
228;"2019-11-08 13:39:16";"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.";3.0;580;313
229;"2018-01-16 13:59:09";"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.";5.0;760;910
230;"2018-07-26 07:34:47";"Etiam vel augue.";1.0;817;2614
231;"2018-01-07 23:48:12";"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.";4.0;526;37
232;"2019-10-21 15:03:53";"Curabitur convallis.";5.0;137;2132
233;"2018-01-09 23:36:26";"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.";3.0;461;1277
234;"2019-08-15 10:33:39";"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.";3.0;514;2497
235;"2019-02-17 17:31:23";"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.";5.0;575;2848
236;"2018-12-25 14:24:03";"Ut at dolor quis odio consequat varius.";4.0;754;759
237;"2019-08-01 15:11:44";"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.";4.0;255;848
238;"2019-06-15 13:40:36";"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.";1.0;682;991
239;"2019-07-30 12:03:13";"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.";3.0;771;412
240;"2019-09-29 18:17:21";"""Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes";0.0;5;115
241;"2019-01-11 20:41:14";"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.";3.0;49;374
242;"2019-04-13 07:47:07";"In congue.";4.0;792;2213
243;"2018-09-23 18:30:35";"In eleifend quam a odio.";0.0;216;1539
244;"2018-05-08 11:26:08";"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.";1.0;273;1091
245;"2017-11-25 02:19:35";"Aenean sit amet justo. Morbi ut odio.";2.0;216;1217
246;"2018-01-10 06:31:15";"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.";0.0;122;1371
247;"2018-07-23 06:41:54";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.";4.0;730;1483
248;"2019-11-14 13:08:52";"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.";4.0;732;95
249;"2018-07-02 10:36:24";"Etiam justo. Etiam pretium iaculis justo.";5.0;683;1715
250;"2019-01-25 18:31:39";"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.";0.0;599;2358
251;"2018-09-07 08:49:17";"""Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes";0.0;1;285
252;"2018-08-13 21:39:47";"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.";1.0;614;1266
253;"2019-08-17 05:51:37";"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.";1.0;906;2705
254;"2019-03-06 03:34:24";"Maecenas ut massa quis augue luctus tincidunt.";0.0;31;2167
255;"2018-05-16 12:34:56";"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.";3.0;670;2680
256;"2019-07-11 15:06:54";"""Cum sociis natoque penatibus et magnis dis parturient montes";0.0;4;149
257;"2019-02-25 07:52:40";"Aenean sit amet justo.";5.0;789;1444
258;"2018-09-10 05:25:26";"""Cum sociis natoque penatibus et magnis dis parturient montes";0.0;2;835
259;"2019-04-01 03:54:04";"In congue.";4.0;572;1535
260;"2017-12-20 14:44:29";"Phasellus in felis. Donec semper sapien a libero.";0.0;400;2431
261;"2019-09-10 06:31:26";"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.";2.0;454;628
262;"2019-06-14 09:41:18";"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.";0.0;703;1234
263;"2019-08-30 00:58:25";"""Lorem ipsum dolor sit amet";0.0;2;343
264;"2019-09-11 12:33:12";"Praesent blandit lacinia erat.";3.0;341;2616
265;"2018-05-22 02:02:14";"""In blandit ultrices enim. Lorem ipsum dolor sit amet";0.0;2;196
266;"2019-05-29 19:14:48";"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.";0.0;447;651
267;"2018-11-04 03:11:38";"Curabitur at ipsum ac tellus semper interdum.";3.0;368;2356
268;"2019-07-25 10:56:27";"Etiam justo.";0.0;604;1326
269;"2018-01-02 21:17:59";"Curabitur gravida nisi at nibh.";3.0;857;1125
270;"2019-06-27 22:08:39";"Vivamus tortor.";2.0;565;427
271;"2019-07-20 05:30:03";"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.";0.0;324;1964
272;"2018-10-19 11:43:38";"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.";5.0;963;2002
273;"2018-07-02 07:29:59";"Etiam pretium iaculis justo.";3.0;571;1652
274;"2018-08-20 13:16:50";"""Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes";0.0;2;565
275;"2019-02-11 16:02:25";"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.";3.0;564;2127
276;"2019-03-06 05:52:02";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.";1.0;208;91
277;"2018-02-23 18:21:11";"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.";1.0;58;2437
278;"2018-03-10 14:39:51";"Donec posuere metus vitae ipsum. Aliquam non mauris.";5.0;756;2679
279;"2019-08-17 14:25:37";"Suspendisse potenti.";2.0;171;2078
280;"2019-10-05 21:06:27";"Ut tellus. Nulla ut erat id mauris vulputate elementum.";3.0;929;925
281;"2018-12-11 03:50:54";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.";5.0;366;2265
282;"2019-04-21 11:32:49";"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.";1.0;134;967
283;"2018-12-07 08:04:38";"Nulla facilisi.";4.0;518;2326
284;"2018-03-24 17:27:34";"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.";1.0;951;80
285;"2018-06-14 13:36:41";"Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.";3.0;141;2525
286;"2019-06-29 08:10:14";"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.";4.0;175;2524
287;"2019-01-22 05:08:12";"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.";1.0;233;1793
288;"2019-07-23 01:42:07";"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.";3.0;226;1519
289;"2018-07-26 12:55:54";"Nulla suscipit ligula in lacus.";1.0;333;729
290;"2019-08-23 17:46:56";"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.";1.0;486;1649
291;"2018-09-28 14:36:20";"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.";4.0;77;920
292;"2018-08-01 07:53:30";"Proin eu mi. Nulla ac enim.";4.0;821;562
293;"2018-06-15 00:40:28";"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.";5.0;344;2009
294;"2018-11-22 07:43:21";"Morbi quis tortor id nulla ultrices aliquet.";2.0;648;2064
295;"2019-07-20 17:40:46";"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.";1.0;350;890
296;"2018-12-26 17:00:54";"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.";0.0;302;1229
297;"2019-09-11 17:46:31";"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.";2.0;82;1084
298;"2019-06-05 19:39:24";"Aenean fermentum.";2.0;710;2702
299;"2018-01-20 12:23:35";"Duis mattis egestas metus.";5.0;878;1700
300;"2019-10-26 02:38:30";"Phasellus sit amet erat.";4.0;769;1954
301;"2019-03-18 07:51:06";"Maecenas pulvinar lobortis est.";3.0;758;1944
302;"2019-08-01 15:55:16";"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.";3.0;552;1136
303;"2018-06-28 23:31:02";"Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.";4.0;380;795
304;"2018-05-06 07:54:59";"Nullam porttitor lacus at turpis.";4.0;732;2092
305;"2019-06-16 20:01:29";"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.";2.0;714;122
306;"2018-10-03 20:03:32";"Nunc purus.";5.0;595;2186
307;"2018-02-02 01:55:55";"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.";2.0;361;2465
308;"2017-11-21 13:47:26";"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.";5.0;47;123
309;"2018-01-12 15:24:59";"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.";4.0;571;981
310;"2019-06-27 01:20:11";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.";4.0;462;2884
311;"2019-02-13 17:26:41";"In congue. Etiam justo.";1.0;569;721
312;"2019-02-13 11:01:38";"Suspendisse ornare consequat lectus.";4.0;384;897
313;"2019-06-03 20:55:40";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.";3.0;73;1278
314;"2019-10-13 07:08:12";"""Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes";0.0;4;819
315;"2018-02-22 14:21:22";"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.";0.0;306;2590
316;"2018-12-12 00:10:43";"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.";0.0;454;1035
317;"2019-02-07 13:17:46";"In eleifend quam a odio. In hac habitasse platea dictumst.";4.0;781;1707
318;"2018-12-19 07:08:27";"Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.";5.0;956;2841
319;"2018-10-23 22:28:51";"Proin risus.";0.0;167;849
320;"2019-09-17 14:29:43";"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.";3.0;196;260
321;"2018-01-12 03:34:47";"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.";4.0;458;2078
322;"2018-08-13 23:22:05";"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.";4.0;159;288
323;"2017-12-22 04:08:19";"Morbi quis tortor id nulla ultrices aliquet.";1.0;720;497
324;"2018-04-16 10:06:56";"Donec dapibus. Duis at velit eu est congue elementum.";0.0;492;1305
325;"2018-10-09 21:04:15";"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.";4.0;172;1066
326;"2019-08-20 02:21:33";"Praesent blandit lacinia erat.";5.0;786;2749
327;"2019-03-04 16:48:14";"Duis consequat dui nec nisi volutpat eleifend.";0.0;30;2732
328;"2018-05-11 00:31:20";"Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.";5.0;559;412
329;"2018-11-12 08:05:28";"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.";5.0;940;2033
330;"2019-07-16 15:52:12";"Aenean sit amet justo. Morbi ut odio.";5.0;765;294
331;"2019-03-02 10:15:03";"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.";3.0;294;2635
332;"2017-12-05 15:24:22";"Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.";0.0;456;455
333;"2019-06-16 07:38:11";"Vivamus tortor.";3.0;399;2475
334;"2018-04-01 17:58:44";"Etiam pretium iaculis justo. In hac habitasse platea dictumst.";3.0;76;680
335;"2019-04-11 13:03:27";"Morbi vel lectus in quam fringilla rhoncus.";0.0;679;114
336;"2019-09-18 08:28:35";"Duis ac nibh.";0.0;726;1047
337;"2019-03-02 04:18:24";"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.";2.0;158;1812
338;"2017-12-14 18:48:51";"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.";2.0;528;2096
339;"2018-11-15 00:33:03";"Aliquam erat volutpat. In congue.";1.0;346;2736
340;"2019-04-05 03:46:16";"Aenean lectus.";2.0;570;534
341;"2018-07-08 02:06:36";"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.";4.0;660;1863
342;"2018-10-16 02:58:43";"Integer a nibh.";4.0;60;1581
343;"2018-01-09 06:19:39";"Pellentesque ultrices mattis odio. Donec vitae nisi.";3.0;786;2277
344;"2018-05-01 20:22:00";"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.";4.0;623;1793
345;"2019-08-10 20:48:28";"Morbi a ipsum. Integer a nibh. In quis justo.";2.0;296;2900
346;"2018-12-03 15:04:31";"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.";0.0;652;199
347;"2018-09-13 21:37:41";"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.";3.0;460;1907
